,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2.601367386431002,2.504604592228447,2.2993619494838953,2.167312908842218,2.293109330585166,2.43088999687094,2.478526961514762,2.346284413957036,2.5656232125125333,2.726377641525638,2.6919896018217124,2.4837784116612487,2.543587178146332,2.6168476034475856,2.6508388311871545
1,3.763412790948124,3.666649996745581,3.461407354001027,3.3293583133593443,3.4551547351022895,3.5929354013880657,3.640572366031888,3.508329818474168,3.7276686170296682,3.888423046042769,3.854035006338834,3.645823816178373,3.7056325826634575,3.7788930079647196,3.8128842357042836
2,3.372858050452081,3.276095256249531,3.070852613504985,2.9388035728632986,3.0645999946062443,3.20238066089202,3.250017625535847,3.117775077978123,3.3371138765336212,3.49786830554673,3.4634802658427923,3.255269075682328,3.315077842167412,3.388338267468668,3.4223294952082384
3,2.9299402658733285,2.8331774716707754,2.627934828926225,2.495885788284539,2.6216822100274872,2.759462876313267,2.8070998409570866,2.6748572933993633,2.894196091954862,3.0549505209679695,3.020562481264033,2.812351291103577,2.872160057588653,2.945420482889917,2.9794117106294724
4,2.7540008741389426,2.6572380799364,2.4519954371918478,2.3199463965501677,2.4457428182931134,2.5835234845788864,2.631160449222707,2.498917901664982,2.7182567002204894,2.879011129233589,2.844623089529659,2.636411899369195,2.696220665854282,2.769481091155541,2.803472318895098
5,3.629252774207382,3.5324899800048266,3.3272473372602827,3.195198296618592,3.3209947183615407,3.458775384647316,3.506412349291137,3.3741698017334176,3.593508600288919,3.7542630293020265,3.719874989598085,3.511663799437628,3.5714725659227007,3.6447329912239685,3.678724218963532
6,3.5969522011087314,3.50018940690618,3.294946764161633,3.162897723519955,3.2886941452628955,3.426474811548669,3.4741117761925007,3.3418692286347738,3.561208027190269,3.721962456203375,3.6875744164994426,3.479363226338983,3.5391719928240652,3.612432418125325,3.646423645864891
7,3.881756460204183,3.784993666001636,3.579751023257088,3.4477019826154036,3.5734984043583498,3.711279070644123,3.758916035287942,3.626673487730229,3.84601228628572,4.006766715298826,3.9723786755948964,3.7641674854344305,3.8239762519195173,3.89723667722077,3.931227904960339
8,3.6559189805212213,3.55915618631868,3.3539135435741287,3.221864502932451,3.347660924675394,3.4854415909611633,3.5330785556049986,3.400836008047267,3.62017480660277,3.780929235615874,3.746541195911941,3.5383300057514773,3.59813877223656,3.6713991975378217,3.7053904252773844
9,3.306731706923499,3.2099689127209454,3.0047262699763975,2.872677229334715,2.9984736510776617,3.136254317363437,3.183891282007263,3.0516487344495387,3.270987533005031,3.431741962018135,3.397353922314214,3.1891427321537504,3.2489514986388257,3.3222119239400882,3.3562031516796487
10,3.5361255656784296,3.4393627714758708,3.2341201287313295,3.1020710880896387,3.2278675098325897,3.36564817611836,3.4132851407621905,3.2810425932044627,3.5003813917599618,3.6611358207730684,3.626747781069127,3.418536590908674,3.478345357393746,3.5516057826950154,3.585597010434579
11,2.966297621341039,2.8695348271384846,2.6642921843939464,2.5322431437522575,2.6580395654952067,2.7958202317809766,2.8434571964248043,2.7112146488670796,2.930553447422577,3.0913078764356823,3.0569198367317525,2.848708646571288,2.908517413056363,2.9817778383576274,3.0157690660971888
12,3.1211113119923515,3.0243485177898064,2.8191058750452553,2.687056834403573,2.8128532561465143,2.950633922432291,2.9982708870761203,2.8660283395183863,3.08536713807389,3.2461215670869925,3.2117335273830614,3.0035223372225963,3.0633311037076787,3.1365915290089403,3.1705827567484985
13,3.7789949407450996,3.682232146542545,3.476989503797997,3.344940463156314,3.4707368848992517,3.608517551185028,3.6561545158288613,3.523911968271132,3.7432507668266353,3.9040051958397415,3.8696171561357997,3.661405965975345,3.7212147324604237,3.7944751577616858,3.828466385501247
14,3.5273600152032762,3.43059722100073,3.2253545782561774,3.093305537614493,3.2191019593574457,3.3568826256432165,3.404519590287045,3.272277042729319,3.4916158412848204,3.65237027029793,3.617982230593986,3.4097710404335246,3.4695798069186106,3.5428402322198735,3.57683145995943
15,3.3463805964106377,3.2496178022080864,3.044375159463537,2.9123261188218557,3.0381225405648022,3.1759032068505793,3.2235401714944056,3.0912976239366774,3.310636422492174,3.4713908515052827,3.4370028118013494,3.2287916216408843,3.2886003881259716,3.361860813427227,3.3958520411667905
16,3.2147166745310667,3.1179538803285203,2.912711237583973,2.780662196942286,2.906458618685232,3.044239284971007,3.0918762496148315,2.959633702057107,3.1789725006126073,3.3397269296257126,3.305338889921775,3.097127699761316,3.1569364662464006,3.230196891547659,3.264188119287217
17,3.4096244381671856,3.31286164396463,3.1076190012200766,2.975569960578406,3.1013663823213444,3.2391470486071223,3.286784013250949,3.1545414656932245,3.3738802642487182,3.5346346932618244,3.500246653557897,3.292035463397428,3.3518442298825173,3.4251046551837776,3.459095882923339
18,3.9738278868216987,3.8770650926191452,3.6718224498745986,3.5397734092329123,3.665569830975869,3.803350497261633,3.8509874619054627,3.7187449143477402,3.9380837129032424,4.098838141916344,4.0644501022124135,3.856238912051952,3.9160476785370295,3.989308103838289,4.023299331577855
19,3.241227524200339,3.144464729997781,2.93922208725324,2.807173046611552,2.932969468354499,3.0707501346402717,3.118387099284102,2.9861445517263765,3.205483350281867,3.3662377792949867,3.3318497395910422,3.1236385494305847,3.1834473159156618,3.256707741216931,3.290698968956484
20,3.559533291823416,3.46277049762086,3.2575278548763147,3.1254788142346297,3.251275235977581,3.389055902263352,3.4366928669071823,3.3044503193494505,3.523789117904956,3.68454354691806,3.6501555072141207,3.4419443170536588,3.5017530835387465,3.575013508840002,3.6090047365795628
21,3.2808797771200067,3.184116982917457,2.978874340172911,2.8468252995312278,2.972621721274165,3.1104023875599403,3.1580393522037746,3.025796804646042,3.2451356032015437,3.40589003221465,3.3715019925107144,3.1632908023502555,3.2230995688353405,3.296359994136597,3.3303512218761537
22,2.5545260885877683,2.4577632943852143,2.25252065164067,2.1204716109989845,2.246268032741929,2.3840486990277086,2.4316856636715314,2.2994431161138085,2.5187819146693076,2.6795363436824107,2.6451483039784778,2.436937113818012,2.4967458803031004,2.570006305604359,2.60399753334392
23,3.560166309477562,3.4634035152750138,3.2581608725304605,3.1261118318887786,3.251908253631732,3.389688919917502,3.4373258845613264,3.3050833370036012,3.524422135559104,3.685176564572201,3.6507885248682697,3.4425773347078055,3.502386101192888,3.5756465264941513,3.6096377542337184
24,4.322482956428548,4.225720162225995,4.020477519481449,3.8884284788397645,4.01422490058271,4.152005566868486,4.1996425315123105,4.067399983954588,4.286738782510087,4.4474932115231915,4.413105171819263,4.204893981658793,4.264702748143873,4.337963173445137,4.371954401184702
25,3.235433869609516,3.1386710754069616,2.933428432662407,2.8013793920207193,2.9271758137636725,3.064956480049444,3.1125934446932733,2.9803508971355543,3.199689695691049,3.360444124704154,3.326056085000215,3.1178448948397577,3.177653661324835,3.2509140866261017,3.2849053143656697
26,3.1910325977406644,3.094269803538111,2.8890271607935656,2.756978120151883,2.8827745418948303,3.0205552081805944,3.0681921728244257,2.9359496252667054,3.155288423822197,3.3160428528353063,3.2816548131313765,3.0734436229709163,3.1332523894559943,3.20651281475725,3.240504042496821
27,3.2116357618059834,3.11487296760344,2.9096303248588886,2.7775812842171987,2.903377705960149,3.0411583722459197,3.088795336889754,2.956552789332026,3.175891587887525,3.336646016900633,3.3022579771967013,3.0940467870362336,3.1538555535213177,3.2271159788225727,3.261107206562134
28,3.444910467239403,3.3481476730368502,3.142905030292301,3.0108559896506186,3.1366524113935723,3.2744330776793382,3.3220700423231633,3.1898274947654386,3.4091662933209412,3.5699207223340426,3.5355326826301092,3.3273214924696504,3.387130258954733,3.4603906842559895,3.4943819119955557
29,3.0077214430793093,2.910958648876761,2.705716006132211,2.573666965490525,2.6994633872334766,2.837244053519245,2.8848810181630724,2.7526384706053513,2.9719772691608473,3.132731698173944,3.098343658470019,2.8901324683095595,2.949941234794638,3.0232016600959004,3.0571928878354644
30,3.0266076651580183,2.9298448709554683,2.7246022282109217,2.5925531875692336,2.718349609312179,2.8561302755979563,2.903767240241784,2.771524692684059,2.99086349123955,3.1516179202526597,3.1172298805487317,2.909018690388267,2.9688274568733473,3.0420878821746125,3.07607910991417
31,2.703490521037842,2.6067277268352873,2.40148508409074,2.269436043449058,2.3952324651920036,2.5330131314777793,2.5806500961216026,2.448407548563882,2.6677463471193787,2.8285007761324845,2.794112736428555,2.5859015462680883,2.645710312753168,2.718970738054431,2.752961965793996
32,3.722221815614492,3.6254590214119395,3.420216378667391,3.2881673380257075,3.4139637597686594,3.551744426054433,3.599381390698258,3.467138843140531,3.68647764169603,3.847232070709138,3.812844031005202,3.604632840844735,3.6644416073298225,3.7377020326310784,3.7716932603706446
33,3.0955276917962187,2.99876489759367,2.7935222548491105,2.6614732142074393,2.7872696359503797,2.9250503022361527,2.9726872668799773,2.840444719322254,3.059783517877752,3.220537946890866,3.186149907186924,2.977938717026463,3.0377474835115486,3.1110079088128066,3.1449991365523724
34,3.3731928622449305,3.276430068042384,3.071187425297838,2.939138384656148,3.0649348063990938,3.202715472684869,3.250352437328691,3.1181098897709685,3.337448688326471,3.498203117339575,3.463815077635642,3.255603887475174,3.315412653960257,3.3886730792615247,3.422664307001085
